"site.SET.identifier","network","country","site.label","latitude","longitude","TSM.2011.AVG","TSM.2011.STDEV","SLR50","MHW","MLW","MSL","marshElevation","D","NEC","maxTemp","rainfall","Dominant.vegetation","accretion","elevCapital","elevation.rate","R2.SET","tidal.range","Spartina","shortGrassesHerbs","brackishRushes","saltbushes","category","SLR3000","Geomorphic.setting","Shore.R2","Shore.rate","Shore.Dist","UVVR","RSLR.period.of.measure","elevDeficit","subsidence","yearsNew","startNew","endNew","lowMarshLimBelMHW","lowMarshLimHeightDatum","tidalCat","orgMat","bulkDensity","SLR.ZONE","TIDE.RANGE.CM","Pio..lower.border.relative.to.mean.high.water.","LowMarshImHeight..relative.to.height.datum.","Elevation.capital..cm.","timeToFailurePROJECTED","timeToFailure.CONTEMPORANEOUS","Time.to.Failure.50","SatAltRSLR","Retreat.Failure"
"Currambene.Ck.SM.2","AUSTRALIA","Australia","Currambene.Ck",-35.01489819,150.6667297,0.824996163,0.326720374,1.54,0.5,-0.49,0,0.6812,-0.183030303,0.868,20.7,1212,"Juncus",0.37,70.89759711,0.298776181,0.407034515,0.99,0,0,1,0,"brackishRush",-0.34,"Barrier estuary",0.93,-0.5013,374.11,0.005,2.38,2.081223819,0.071223819,19.09041096,"2/3/2001","3/3/2020",-52.77759711,-2.777597111,"micro",2.69,1.18,"5",99,-52.77759711,-2.777597111,70.89759711,153.0542883,340.6534005,571,2.97,746.2796729
"Currambene.Ck.SM.3","AUSTRALIA","Australia","Currambene.Ck",-35.00966444,150.6656666,0.838464101,0.370706024,1.54,0.5,-0.49,0,0.776,-0.278787879,0.973333333,20.7,1212,"Juncus",0.29,80.37759711,-0.619636344,0.610337387,0.99,0,0,1,0,"brackishRush",-0.34,"Barrier estuary",0.65,-0.4763,215.13,0.005,2.38,2.999636344,0.909636344,19.09041096,"2/3/2001","3/3/2020",-52.77759711,-2.777597111,"micro",13.25,1.18,"5",99,-52.77759711,-2.777597111,80.37759711,145.9453592,267.9578052,372,2.97,451.6691161
"Homebush.B.1","AUSTRALIA","Australia","Homebush",-33.84285721,151.0773906,0.406677758,0.164767339,1.12,0.51,-0.504,0,0.787333333,-0.273504273,0.975091575,23.6,1125,"Sarcocornia + Avicennia",2.649485613,81.63682117,3.445858878,0.958744324,1.014,0,1,0,1,"shortGrass",-0.39,"Drowned River Valley",0.48,-0.1617,253.5175,0.06,3,-0.445858878,-0.796373265,15.56164384,"2/11/2000","8/31/2015",-53.90348787,-2.903487869,"meso/macro",46.55,0.4,"5",101.4,-53.90348787,-2.903487869,81.63682117,266.1172746,1000,1000,2.26,1567.826221
"Homebush.B.2","AUSTRALIA","Australia","Homebush",-33.84231634,151.0772607,0.406677758,0.164767339,1.12,0.51,-0.504,0,0.706333333,-0.193622616,0.886080586,23.6,1125,"Sarcocornia + Avicennia",5.089299702,73.53682117,2.425455525,0.927837206,1.014,0,1,0,1,"shortGrass",-0.39,"Drowned River Valley",0.5,0.1296,312.89,0.06,3,0.574544475,2.663844177,15.56164384,"2/11/2000","8/31/2015",-53.90348787,-2.903487869,"meso/macro",20.47,0.4,"5",101.4,-53.90348787,-2.903487869,73.53682117,191.1157166,1279.915209,1000,2.26,1000
"Homebush.B.3","AUSTRALIA","Australia","Homebush",-33.84137784,151.0769404,0.406677758,0.164767339,1.12,0.51,-0.504,0,0.566,-0.055226824,0.731868132,23.6,1125,"Sarcocornia + Avicennia",3.789199075,59.50348787,1.914739602,0.942762394,1.014,0,1,0,1,"shortGrass",-0.39,"Drowned River Valley",0.07,-0.1405,312.5725,0.06,3,1.085260398,1.874459473,15.05205479,"8/15/2000","8/31/2015",-53.90348787,-2.903487869,"meso/macro",20.62,0.4,"5",101.4,-53.90348787,-2.903487869,59.50348787,145.4569152,548.287655,1000,2.26,2224.715302
"Homebush.C.1","AUSTRALIA","Australia","Homebush",-33.84279854,151.0767787,0.406677758,0.164767339,1.12,0.51,-0.504,0,0.825666667,-0.31130835,1.017216118,23.6,1125,"Sarcocornia + Avicennia",1.06,85.47015457,2.653822772,0.879199285,1.014,0,1,0,1,"shortGrass",-0.39,"Drowned River Valley",0.79,-0.4905,311.1375,0.06,3,0.346177228,-1.593822772,17.48767123,"2/11/2000","8/3/2017",-53.90348787,-2.903487869,"meso/macro",12.49,0.86,"5",101.4,-53.90348787,-2.903487869,85.47015457,227.5584778,2468.971026,1000,2.65,634.3272171
"Homebush.C.2","AUSTRALIA","Australia","Homebush",-33.8424683,151.0767819,0.406677758,0.164767339,1.12,0.51,-0.504,0,0.772666667,-0.259040106,0.958974359,23.6,1125,"Sarcocornia + Avicennia",1.5,80.17015457,3.417519154,0.981307113,1.014,0,1,0,1,"shortGrass",-0.39,"Drowned River Valley",0.414,-0.4788,298.6125,0.06,3,-0.417519154,-1.917519154,17.48767123,"2/11/2000","8/3/2017",-53.90348787,-2.903487869,"meso/macro",17.73,0.86,"5",101.4,-53.90348787,-2.903487869,80.17015457,260.1287168,1000,1000,2.65,623.6685464
"Homebush.C.3","AUSTRALIA","Australia","Homebush",-33.84141605,151.0767991,0.406677758,0.164767339,1.12,0.51,-0.504,0,0.759,-0.24556213,0.943956044,23.6,1125,"Sarcocornia + Avicennia",1.93,78.80348787,2.500417398,0.980800449,1.014,0,1,0,1,"shortGrass",-0.39,"Drowned River Valley",0.62,-0.2291,318.035,0.06,3,0.499582602,-0.570417398,16.97808219,"8/15/2000","8/3/2017",-53.90348787,-2.903487869,"meso/macro",11.72,0.86,"5",101.4,-53.90348787,-2.903487869,78.80348787,205.598928,1577.386553,1000,2.65,1388.192929
"Kooweerup.SM.1","AUSTRALIA","Australia","Kooweerup",-38.2195375,145.4181692,13.21206562,3.91282374,0.8,0.925,-0.855,0,1.731,-0.452808989,1.381886792,19.2,788,"Tecticornia",1.5,160.9529568,0.456362078,0.728562183,1.78,0,0,0,1,"salt bush",-0.48,"Embayment",0.67,0.7773,223.56,0.049,2.028,1.571637922,1.043637922,19.07945205,"10/18/2000","11/12/2019",-80.35295685,12.14704315,"meso/macro",27.43,1.28,"5",178,-80.35295685,12.14704315,160.9529568,311.0957955,1024.109654,4684,2.89,1000
"Kooweerup.SM.2","AUSTRALIA","Australia","Kooweerup",-38.21981197,145.4178832,13.21206562,3.91282374,0.8,0.925,-0.855,0,1.8,-0.491573034,1.433962264,19.2,788,"Tecticornia",1.39,167.8529568,-0.295059009,0.792520507,1.78,0,0,0,1,"salt bush",-0.48,"Embayment",0.95,0.4383,231.72,0.049,2.028,2.323059009,1.685059009,15.49315068,"10/18/2000","4/12/2016",-80.35295685,12.14704315,"meso/macro",27.43,1.28,"5",178,-80.35295685,12.14704315,167.8529568,285.5472078,722.5514124,1533,2.52,1000
"Kooweerup.SM.3","AUSTRALIA","Australia","Kooweerup",-38.22028313,145.4175349,13.21206562,3.91282374,0.8,0.925,-0.855,0,1.813,-0.498876404,1.443773585,19.2,788,"Tecticornia",1.39,169.1529568,0.578926285,0.820800323,1.78,0,0,0,1,"salt bush",-0.48,"Embayment",0.33,0.1683,232.4825,0.049,2.028,1.449073715,0.811073715,19.07945205,"10/18/2000","11/12/2019",-80.35295685,12.14704315,"meso/macro",27.43,1.28,"5",178,-80.35295685,12.14704315,169.1529568,332.6434126,1167.317819,7651,2.89,1000
"QuaillIsland.SM.1","AUSTRALIA","Australia","QuaillIsland",-38.23347041,145.3049677,4.70233797,2.323002509,0.8,0.925,-0.855,0,1.295,-0.207865169,1.052830189,19.2,788,"Tecticornia",2.64,117.3529568,2.141422081,0.965818772,1.78,0,0,0,1,"salt bush",-0.48,"Embayment",0.37,0.1076,65.3125,4e-04,2.028,-0.113422081,0.498577919,19.09041096,"10/16/2000","11/14/2019",-80.35295685,12.14704315,"meso/macro",21.41,1.28,"5",178,-80.35295685,12.14704315,117.3529568,333.0805234,1000,1000,2.89,1000
"QuaillIsland.SM.2","AUSTRALIA","Australia","QuaillIsland",-38.23368466,145.3050029,4.70233797,2.323002509,0.8,0.925,-0.855,0,1.364,-0.246629213,1.10490566,19.2,788,"Tecticornia",1.97,124.2529568,0.966991822,0.944327732,1.78,0,0,0,1,"salt bush",-0.48,"Embayment",0.0085,-0.0081,66.0725,4e-04,2.028,1.061008178,1.003008178,19.09041096,"10/16/2000","11/14/2019",-80.35295685,12.14704315,"meso/macro",21.41,1.28,"5",178,-80.35295685,12.14704315,124.2529568,270.9674848,1171.083875,1000,2.89,8157.098765
"QuaillIsland.SM.3","AUSTRALIA","Australia","QuaillIsland",-38.23407605,145.3050526,4.70233797,2.323002509,0.8,0.925,-0.855,0,1.3275,-0.226123596,1.077358491,19.2,788,"Tecticornia",1.53,120.6029568,-0.538101075,0.523089316,1.78,0,0,0,1,"salt bush",-0.48,"Embayment",0.62,0.0784,76.7775,4e-04,2.028,2.566101075,2.068101075,19.09041096,"10/16/2000","11/14/2019",-80.35295685,12.14704315,"meso/macro",21.41,1.28,"5",178,-80.35295685,12.14704315,120.6029568,204.5709534,469.985216,901,2.89,1000
"Rhyll.SM.1","AUSTRALIA","Australia","Rhyll",-38.46111022,145.2846965,4.042911214,4.0429078,0.8,0.925,-0.855,0,1.335,-0.230337079,1.083018868,18.7,692,"Tecticornia",1.57,121.3529568,1.079074276,0.963870064,1.78,0,0,0,1,"salt bush",-0.48,"Embayment",0.69,0.9327,582.7725,0.009,2.028,0.948925724,0.490925724,19.08493151,"10/17/2000","11/13/2019",-80.35295685,12.14704315,"meso/macro",23.31,1.28,"5",178,-80.35295685,12.14704315,121.3529568,271.2375784,1278.845686,1000,2.89,1000
"Rhyll.SM.2","AUSTRALIA","Australia","Rhyll",-38.46104273,145.2850178,4.042911214,4.0429078,0.8,0.925,-0.855,0,1.361,-0.24494382,1.102641509,18.7,692,"Tecticornia",1.2,123.9529568,1.118871125,0.969230577,1.78,0,0,0,1,"salt bush",-0.48,"Embayment",0.86,1.7832,556.12,0.009,2.028,0.909128875,0.081128875,19.08493151,"10/17/2000","11/13/2019",-80.35295685,12.14704315,"meso/macro",23.31,1.28,"5",178,-80.35295685,12.14704315,123.9529568,278.5451407,1363.425585,1000,2.89,1000
"Rhyll.SM.3","AUSTRALIA","Australia","Rhyll",-38.46101039,145.2853537,4.042911214,4.0429078,0.8,0.925,-0.855,0,1.319,-0.221348315,1.070943396,18.7,692,"Tecticornia",1.42,119.7529568,1.30256317,0.986390458,1.78,0,0,0,1,"salt bush",-0.48,"Embayment",0.91,0.963,565.4875,0.009,2.028,0.72543683,0.11743683,19.08493151,"10/17/2000","11/13/2019",-80.35295685,12.14704315,"meso/macro",23.31,1.28,"5",178,-80.35295685,12.14704315,119.7529568,280.4345926,1650.770292,1000,2.89,1000
"FrenchIsland.SM.1","AUSTRALIA","Australia","FrenchIsland",-38.308121,145.4260388,12.2837553,3.270008167,0.8,0.925,-0.855,0,1.626,-0.393820225,1.302641509,18.7,692,"Tecticornia",3.72,150.4529568,3.537880878,0.992005517,1.78,0,0,0,1,"salt bush",-0.48,"Embayment",0.0625,-0.0664,147.45,0.175,2.028,-1.509880878,0.182119122,19.08493151,"10/15/2000","11/11/2019",-80.35295685,12.14704315,"meso/macro",24.98,0.24,"5",178,-80.35295685,12.14704315,150.4529568,637.4008004,1000,1000,2.89,2220.63253
"FrenchIsland.SM.2","AUSTRALIA","Australia","FrenchIsland",-38.30823103,145.4265268,12.2837553,3.270008167,0.8,0.925,-0.855,0,1.631,-0.396629213,1.306415094,18.7,692,"Tecticornia",2.96,150.9529568,3.079300675,0.989182672,1.78,0,0,0,1,"salt bush",-0.48,"Embayment",0.0106,0.031,158.92,0.175,2.028,-1.051300675,-0.119300675,19.08493151,"10/15/2000","11/11/2019",-80.35295685,12.14704315,"meso/macro",24.98,0.24,"5",178,-80.35295685,12.14704315,150.9529568,543.9604822,1000,1000,2.89,1000
"FrenchIsland.SM.3","AUSTRALIA","Australia","FrenchIsland",-38.30820691,145.4270542,12.2837553,3.270008167,0.8,0.925,-0.855,0,1.593,-0.375280899,1.277735849,18.7,692,"Tecticornia",2.96,147.1529568,2.25755127,0.983987269,1.78,0,0,0,1,"salt bush",-0.48,"Embayment",0.9,0.4995,157.2725,0.175,2.028,-0.22955127,0.70244873,19.08493151,"10/15/2000","11/11/2019",-80.35295685,12.14704315,"meso/macro",24.98,0.24,"5",178,-80.35295685,12.14704315,147.1529568,419.4878591,1000,1000,2.89,1000
"Minnamurra.SM.1","AUSTRALIA","Australia","Minnamurra",-34.62644208,150.8442799,0.618835395,0.45419568,1.12,0.508,-0.282,0.113,0.5256,-0.022278481,0.644779874,22.7,1037,"Sarcocornia",0.84,43.93018009,1.15030414,0.668822255,0.79,0,1,0,0,"shortGrass",-0.36,"Barrier estuary",0.12,-0.1745,344.8825,0.007,2.85,1.69969586,-0.31030414,15.51780822,"9/11/2001","3/15/2017",-42.17018009,8.62981991,"micro",4.44,1.21,"5",79,-42.17018009,8.62981991,43.93018009,111.9334188,258.4590639,1000,2.65,1976.404011
"Minnamurra.SM.2","AUSTRALIA","Australia","Minnamurra",-34.62662184,150.8444352,0.618835395,0.45419568,1.12,0.508,-0.282,0.113,0.6034,-0.120759494,0.742641509,22.7,1037,"Sarcocornia",0.4,51.71018009,0.185330025,0.102346148,0.79,0,1,0,0,"shortGrass",-0.36,"Barrier estuary",0.89,0.5795,350.985,0.007,2.85,2.664669975,0.214669975,15.51780822,"9/11/2001","3/15/2017",-42.17018009,8.62981991,"micro",3.6,1.21,"5",79,-42.17018009,8.62981991,51.71018009,106.9829188,194.0584784,553,2.65,1000
"Minnamurra.SM.3","AUSTRALIA","Australia","Minnamurra",-34.6272041,150.8447548,0.618835395,0.45419568,1.12,0.508,-0.282,0.113,0.669,-0.203797468,0.825157233,22.7,1037,"Sarcocornia",0.15,58.27018009,0.144000428,0.046443727,0.79,0,1,0,0,"shortGrass",-0.36,"Barrier estuary",0.82,0.9473,365.1,0.007,2.85,2.705999572,0.005999572,15.51780822,"9/11/2001","3/15/2017",-42.17018009,8.62981991,"micro",4.29,1.21,"5",79,-42.17018009,8.62981991,58.27018009,116.9398291,215.3369893,597,2.65,1000
"Tweed.River.SM.1","AUSTRALIA","Australia","Tweed.River",-28.18948545,153.5470912,0.705398543,0.185790433,1.21,0.37,-0.369,0,0.569,-0.269282815,0.868831169,24.8,1480,"Sporobolus",1.93,58.93338757,0.129550922,0.089442762,0.739,0,1,0,0,"shortGrass",-0.36,"Barrier estuary",0.8,-0.192,107.27,0.01,3.85,3.720449078,1.800449078,17.15890411,"11/30/2000","1/23/2018",-39.03338757,-2.033387567,"micro",2.4,0.99,"5",73.9,-39.03338757,-2.033387567,58.93338757,101.2950338,158.4039624,545,2.75,558.6979167
"Tweed.River.SM.2","AUSTRALIA","Australia","Tweed.River",-28.18918283,153.5476296,0.705398543,0.185790433,1.21,0.37,-0.369,0,0.615,-0.331529093,0.928571429,24.8,1480,"Sporobolus",2.23,63.53338757,0.420915179,0.522582755,0.739,0,1,0,0,"shortGrass",-0.36,"Barrier estuary",0.92,-0.058,148.965,0.01,3.85,3.429084821,1.809084821,17.15890411,"11/30/2000","1/23/2018",-39.03338757,-2.033387567,"micro",2.4,0.99,"5",73.9,-39.03338757,-2.033387567,63.53338757,112.2910001,185.2779703,805,2.75,2568.362069
"Tweed.River.SM.3","AUSTRALIA","Australia","Tweed.River",-28.18854039,153.5478219,0.705398543,0.185790433,1.21,0.37,-0.369,0,0.676333333,-0.414524131,1.008225108,24.8,1480,"Sporobolus",0.77,69.66672087,0.156379804,0.207232213,0.739,0,1,0,0,"shortGrass",-0.36,"Barrier estuary",0.71,0.2094,384.0575,0.01,3.85,3.693620196,0.613620196,17.15890411,"11/30/2000","1/23/2018",-39.03338757,-2.033387567,"micro",2.4,0.99,"5",73.9,-39.03338757,-2.033387567,69.66672087,116.7257529,188.6136559,661,2.75,1000
"Berowra.1","AUSTRALIA","Australia","Berowra Creek, Hawkesbury River",-33.62694444,151.1205556,0.222167855,0.052688966,1.12,0.635,-0.468,0.084,0.597,0.034451496,0.644584648,22,1154,"Juncus",3.556118472,54.05794771,1.519077708,0.751221528,1.103,0,0,1,0,"brackishRush",-0.4,"Drowned River Valley",0.97,0.1065,30.8075,0.004,3.42,1.900922292,2.037040764,14.7369863,"12/11/2002","9/2/2017",-57.85794771,5.642052289,"meso/macro",27.96,0.795,"5",110.3,-57.85794771,5.642052289,54.05794771,116.7358673,284.3774726,1000,2.67,1000
"Berowra.2","AUSTRALIA","Australia","Berowra Creek, Hawkesbury River",-33.62666667,151.1205556,0.222167855,0.052688966,1.12,0.635,-0.468,0.084,0.597,0.034451496,0.644584648,22,1154,"Juncus",1.422447389,54.05794771,1.487770535,0.943943699,1.103,0,0,1,0,"brackishRush",-0.4,"Drowned River Valley",0.096,0.025,27.2625,0.004,3.42,1.932229465,-0.065323146,14.7369863,"12/11/2002","9/2/2017",-57.85794771,5.642052289,"meso/macro",26.48,0.795,"5",110.3,-57.85794771,5.642052289,54.05794771,116.1326086,279.7698135,1000,2.67,1000
"Berowra.3","AUSTRALIA","Australia","Berowra Creek, Hawkesbury River",-33.62638889,151.1205556,0.222167855,0.052688966,1.12,0.635,-0.468,0.084,0.597,0.034451496,0.644584648,22,1154,"Juncus",3.271628995,54.05794771,0.794811521,0.362079265,1.103,0,0,1,0,"brackishRush",-0.4,"Drowned River Valley",0.92,0.1996,31.3625,0.004,3.42,2.625188479,2.476817474,14.7369863,"12/11/2002","9/2/2017",-57.85794771,5.642052289,"meso/macro",28.35,0.795,"5",110.3,-57.85794771,5.642052289,54.05794771,104.2124365,205.9202535,1662,2.67,1000
"Kooragang.1","AUSTRALIA","Australia","Kooragang Island, Hunter River",-32.8483333,151.7205556,12.16453592,5.25317101,1.12,0.547,-0.452,0.048,0.931,-0.384384384,1.093437152,23.2,1118,"Sporobolus",1.830467631,91.60297279,1.34287639,0.814392285,0.999,0,1,0,0,"shortGrass",-0.39,"River deltaic",0.97,-0.2048,582.6625,0.057,3.84,2.49712361,0.487591241,14.02191781,"1/29/2002","2/3/2016",-53.20297279,1.497027209,"micro",34.34,0.23,"5",99.9,-53.20297279,1.497027209,91.60297279,177.2139838,366.8339542,1000,2.56,2845.031738
"Kooragang.2","AUSTRALIA","Australia","Kooragang Island, Hunter River",-32.84805556,151.7208333,12.16453592,5.25317101,1.12,0.547,-0.452,0.048,0.79525,-0.248498498,0.94243604,23.2,1118,"Sporobolus",1.996873779,78.02797279,1.22743092,0.798506897,0.999,0,1,0,0,"shortGrass",-0.39,"River deltaic",0.9,-0.3635,517.1875,0.057,3.84,2.61256908,0.769442859,14.02191781,"1/29/2002","2/3/2016",-53.20297279,1.497027209,"micro",34.34,0.23,"5",99.9,-53.20297279,1.497027209,78.02797279,151.3981823,298.6637689,1000,2.56,1422.799175
"Kooragang.3","AUSTRALIA","Australia","Kooragang Island, Hunter River",-32.847777,151.7213889,12.16453592,5.25317101,1.12,0.547,-0.452,0.048,0.75125,-0.204454454,0.89349277,23.2,1118,"Sporobolus",1.497655334,73.62797279,1.461556061,0.791186431,0.999,0,1,0,0,"shortGrass",-0.39,"River deltaic",0.92,-0.3285,552.4975,0.057,3.84,2.378443939,0.036099273,14.02191781,"1/29/2002","2/3/2016",-53.20297279,1.497027209,"micro",34.34,0.23,"5",99.9,-53.20297279,1.497027209,73.62797279,149.9276259,309.5636251,1000,2.56,1681.879756
"Tinchi.1","AUSTRALIA","Australia","Tinchi",-27.28955,153.04396,6.775405943,3.251264073,3.17,0.732,-0.678,0,1.57,-0.594326241,1.475265018,25.4,1016,"Sarcocornia + Suaeda",1.381239936,153.1999846,0.02781196,0.115477366,1.41,0,1,0,0,"shortGrass",-0.28,"River deltaic",0.001,0.001,262.965,0.085,3.85,3.82218804,1.353427976,11.58082192,"3/16/2007","10/11/2018",-69.39998456,3.800015437,"meso/macro",2.89,1.24,"5",141,-69.39998456,3.800015437,153.1999846,213.2536253,400.8174977,488,3.97,1000
"Tinchi.2","AUSTRALIA","Australia","Tinchi",-27.28913,153.04438,6.775405943,3.251264073,3.17,0.732,-0.678,0,1.3,-0.402836879,1.236749117,25.4,1016,"Sarcocornia + Suaeda",1.381239936,126.1999846,0.063109618,0.448629614,1.41,0,1,0,0,"shortGrass",-0.28,"River deltaic",0.1175,-0.0751,229.0375,0.085,3.85,3.786890382,1.318130318,11.58082192,"3/16/2007","10/11/2018",-69.39998456,3.800015437,"meso/macro",2.89,1.24,"5",141,-69.39998456,3.800015437,126.1999846,180.0832963,333.2549186,406,3.97,3049.766977
"Tinchi.3","AUSTRALIA","Australia","Tinchi",-27.28858,153.04543,6.775405943,3.251264073,3.17,0.732,-0.678,0,1.3,-0.402836879,1.236749117,25.4,1016,"Sarcocornia + Suaeda",1.381239936,126.1999846,-0.011073301,0.023825454,1.41,0,1,0,0,"shortGrass",-0.28,"River deltaic",0.047,-0.0123,141.565,0.085,3.85,3.861073301,1.392313237,11.58082192,"3/16/2007","10/11/2018",-69.39998456,3.800015437,"meso/macro",2.89,1.24,"5",141,-69.39998456,3.800015437,126.1999846,178.4107023,326.8520817,397,3.97,11509.34959
"Nundah.1","AUSTRALIA","Australia","Nundah",NA,NA,7.77013286,3.930309753,3.17,0.732,-0.678,0,1.227,-0.35106383,1.172261484,25.4,1016,"Sarcocornia + Suaeda",2.035124798,118.8999846,0.233090499,0.799226789,1.41,0,1,0,0,"shortGrass",-0.43,"River deltaic",NA,NA,NA,0.056,3.85,3.616909501,1.802034299,11.59178082,"3/19/2007","10/18/2018",-69.39998456,3.800015437,"meso/macro",6.97,0.86,"5",141,-69.39998456,3.800015437,118.8999846,174.6086914,328.7336456,405,3.97,NA
"Nundah.2","AUSTRALIA","Australia","Nundah",-27.35065,153.08581,7.77013286,3.930309753,3.17,0.732,-0.678,0,1.227,-0.35106383,1.172261484,25.4,1016,"Sarcocornia + Suaeda",2.035124798,118.8999846,-0.003468652,0.003637989,1.41,0,1,0,0,"shortGrass",-0.43,"River deltaic",0.18,0.0953,149.025,0.056,3.85,3.853468652,2.03859345,11.59178082,"3/19/2007","10/18/2018",-69.39998456,3.800015437,"meso/macro",6.97,0.86,"5",141,-69.39998456,3.800015437,118.8999846,169.4322356,308.5531383,375,3.97,1000
"Nundah.3","AUSTRALIA","Australia","Nundah",-27.35169,153.08588,7.77013286,3.930309753,3.17,0.732,-0.678,0,1.027,-0.209219858,0.995583039,25.4,1016,"Sarcocornia + Suaeda",2.035124798,98.89998456,-0.004403852,0.010708622,1.41,0,1,0,0,"shortGrass",-0.43,"River deltaic",0.27,0.0788,210.335,0.056,3.85,3.854403852,2.03952865,11.59178082,"3/19/2007","10/18/2018",-69.39998456,3.800015437,"meso/macro",6.97,0.86,"5",141,-69.39998456,3.800015437,98.89998456,144.3509417,256.5895748,312,3.97,1000
"Halloran.1","AUSTRALIA","Australia","Halloran",-27.56924,153.29115,6.872840106,3.886070981,3.17,0.732,-0.678,0,1.027,-0.209219858,0.995583039,25.4,1016,"Sarcocornia + Suaeda",1.115087109,98.89998456,0.000181375,2.02e-05,1.41,0,1,0,0,"shortGrass",-0.4,"River deltaic",0.84,-0.6915,156.48,0.006,3.85,3.849818625,1.114905734,11.55890411,"3/22/2007","10/9/2018",-69.39998456,3.800015437,"meso/macro",2.38,1.27,"5",141,-69.39998456,3.800015437,98.89998456,144.4339279,256.8951792,312,3.97,226.2906725
"Halloran.2","AUSTRALIA","Australia","Halloran",-27.5696,153.29068,6.872840106,3.886070981,3.17,0.732,-0.678,0,1.027,-0.209219858,0.995583039,25.4,1016,"Sarcocornia + Suaeda",1.115087109,98.89998456,-0.031854002,0.407385378,1.41,0,1,0,0,"shortGrass",-0.4,"River deltaic",0.52,-0.7854,99.5175,0.006,3.85,3.881854002,1.146941111,11.55890411,"3/22/2007","10/9/2018",-69.39998456,3.800015437,"meso/macro",2.38,1.27,"5",141,-69.39998456,3.800015437,98.89998456,143.8561196,254.7751268,309,3.97,126.7093201
"Halloran.3","AUSTRALIA","Australia","Halloran",-27.5699,153.29056,6.872840106,3.886070981,3.17,0.732,-0.678,0,1.037,-0.216312057,1.004416961,25.4,1016,"Sarcocornia + Suaeda",1.115087109,99.89998456,-0.042959563,0.610345359,1.41,0,1,0,0,"shortGrass",-0.4,"River deltaic",0.91,-0.4594,69.0675,0.006,3.85,3.892959563,1.158046672,11.55890411,"3/22/2007","10/9/2018",-69.39998456,3.800015437,"meso/macro",2.38,1.27,"5",141,-69.39998456,3.800015437,99.89998456,144.9039381,256.617062,311,3.97,150.3428385
"Amity.south.1","AUSTRALIA","Australia","Amity.south",-27.43766,153.43441,4.275935281,1.392872018,3.17,0.732,-0.678,0,1.067,-0.237588652,1.030918728,23.4,1479,"Juncus",2.870978301,102.8999846,0.038056404,0.60069839,1.41,0,0,1,0,"brackishRush",-0.37,"Embayment",0.0084,-0.0223,179.2,0.002,3.85,3.811943596,2.832921897,11.65479452,"3/22/2007","11/13/2018",-69.39998456,3.800015437,"meso/macro",20.4,0.56,"5",141,-69.39998456,3.800015437,102.8999846,150.1621787,269.9409947,329,3.97,8035.874439
"Amity.south.2","AUSTRALIA","Australia","Amity.south",-27.43796,153.4342,4.275935281,1.392872018,3.17,0.732,-0.678,0,1.172,-0.312056738,1.123674912,23.4,1479,"Juncus",2.870978301,113.3999846,0.107160135,0.548533989,1.41,0,0,1,0,"brackishRush",-0.37,"Embayment",0.41,-0.1776,156.275,0.002,3.85,3.742839865,2.763818166,11.65479452,"3/22/2007","11/13/2018",-69.39998456,3.800015437,"meso/macro",20.4,0.56,"5",141,-69.39998456,3.800015437,113.3999846,164.8246961,302.9784567,370,3.97,879.9268018
"Amity.south.3","AUSTRALIA","Australia","Amity.south",-27.43832,153.43399,4.275935281,1.392872018,3.17,0.732,-0.678,0,1.327,-0.421985816,1.260600707,23.4,1479,"Juncus",2.870978301,128.8999846,0.310072196,0.830736612,1.41,0,0,1,0,"brackishRush",-0.37,"Embayment",0.0447,0.0354,139.87,0.002,3.85,3.539927804,2.560906105,11.65479452,"3/22/2007","11/13/2018",-69.39998456,3.800015437,"meso/macro",20.4,0.56,"5",141,-69.39998456,3.800015437,128.8999846,189.4068885,364.1316765,451,3.97,1000
"Amity.North.1","AUSTRALIA","Australia","Amity.North",-27.43379,153.4358,4.275935281,1.392872018,3.17,0.732,-0.678,0,1.327,-0.421985816,1.260600707,23.4,1479,"Juncus",1.473369246,128.8999846,-0.00819789,0.082494197,1.41,0,0,1,0,"brackishRush",-0.38,"Embayment",0.48,0.211,202.1825,0.002,3.85,3.85819789,1.481567136,11.65205479,"3/23/2007","11/13/2018",-69.39998456,3.800015437,"meso/macro",23.8,0.64,"5",141,-69.39998456,3.800015437,128.8999846,181.8566413,334.0937616,406,3.97,1000
"Amity.North.2","AUSTRALIA","Australia","Amity.North",-27.43511,153.43516,4.275935281,1.392872018,3.17,0.732,-0.678,0,1.327,-0.421985816,1.260600707,23.4,1479,"Juncus",1.473369246,128.8999846,0.007782712,0.069151728,1.41,0,0,1,0,"brackishRush",-0.38,"Embayment",8e-04,0.0103,207.36,0.002,3.85,3.842217288,1.465586534,11.65205479,"3/23/2007","11/13/2018",-69.39998456,3.800015437,"meso/macro",23.8,0.64,"5",141,-69.39998456,3.800015437,128.8999846,182.2213633,335.4833289,408,3.97,1000
